,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
24826,Flemington,2,u,Jellis,2016-05-28,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,420500,Nearby,4
24827,Footscray,3,h,Sweeney,2016-05-28,6.4,3011.0,3,2,0,458.0,Western Metropolitan,7570,767500,Nearby,5
24828,Footscray,3,t,Jas,2016-05-28,6.4,3011.0,2,1,1,200.0,Western Metropolitan,7570,740000,Nearby,4
24829,Footscray,2,u,Greg,2016-05-28,6.4,3011.0,2,2,1,50.0,Western Metropolitan,7570,395000,Nearby,5
24830,Footscray,4,h,Biggin,2016-05-28,6.4,3011.0,4,2,1,369.0,Western Metropolitan,7570,815000,Nearby,7
24831,Glen Iris,2,u,hockingstuart,2016-05-28,9.2,3146.0,2,1,1,50.0,Southern Metropolitan,10412,390000,Nearby,4
24832,Glen Iris,5,h,RT,2016-05-28,9.2,3146.0,5,2,2,1339.0,Southern Metropolitan,10412,3365000,Nearby,9
24833,Glen Iris,4,h,Noel,2016-05-28,9.2,3146.0,3,2,3,397.0,Southern Metropolitan,10412,1390000,Nearby,8
24834,Glen Iris,4,h,J,2016-05-28,9.2,3146.0,4,3,2,394.0,Southern Metropolitan,10412,1802000,Nearby,9
24835,Glenroy,4,h,Melbourne,2016-05-28,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,640000,Nearby,5
24836,Glenroy,3,t,Nelson,2016-05-28,13.0,3046.0,3,2,1,215.0,Northern Metropolitan,8870,440000,Nearby,6
24837,Glenroy,3,h,Raine,2016-05-28,13.0,3046.0,3,1,1,348.0,Northern Metropolitan,8870,501000,Nearby,5
24838,Gowanbrae,4,h,Nelson,2016-05-28,13.6,3043.0,3,1,1,537.0,Western Metropolitan,1071,880000,Nearby,5
24839,Hampton,4,h,RT,2016-05-28,13.7,3188.0,4,2,1,667.0,Southern Metropolitan,5454,1800000,Nearby,7
24840,Hampton,3,h,hockingstuart,2016-05-28,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,1105000,Nearby,5
24841,Hampton,4,h,Nick,2016-05-28,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,1200000,Nearby,5
24842,Hampton,4,t,Buxton,2016-05-28,13.7,3188.0,3,2,1,267.0,Southern Metropolitan,5454,1530000,Nearby,6
24843,Hampton,4,h,hockingstuart,2016-05-28,13.7,3188.0,4,2,1,577.0,Southern Metropolitan,5454,2160000,Nearby,7
24844,Hampton,3,h,Hodges,2016-05-28,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,1050000,Nearby,5
24845,Hampton East,4,t,RT,2016-05-28,14.5,3188.0,4,3,1,300.0,Southern Metropolitan,2356,1185000,Nearby,8
24846,Hampton East,3,h,Buxton,2016-05-28,14.5,3188.0,3,2,2,586.0,Southern Metropolitan,2356,1300000,Nearby,7
24847,Hawthorn,1,u,Kay,2016-05-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,382000,Nearby,3
24848,Hawthorn,1,u,hockingstuart,2016-05-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,275000,Nearby,3
24849,Hawthorn,1,u,Kay,2016-05-28,4.6,3122.0,1,1,1,50.0,Southern Metropolitan,11308,499000,Nearby,3
24850,Hawthorn,2,u,Kay,2016-05-28,4.6,3122.0,2,1,1,50.0,Southern Metropolitan,11308,495000,Nearby,4
24851,Hawthorn,5,h,Marshall,2016-05-28,4.6,3122.0,5,3,2,827.0,Southern Metropolitan,11308,3750000,Nearby,10
24852,Heidelberg Heights,2,h,Miles,2016-05-28,10.5,3081.0,2,1,2,586.0,Eastern Metropolitan,2947,590000,Nearby,5
24853,Heidelberg Heights,2,h,Barry,2016-05-28,10.5,3081.0,2,1,3,932.0,Eastern Metropolitan,2947,920000,Nearby,6
24854,Heidelberg Heights,2,h,Nelson,2016-05-28,10.5,3081.0,2,1,2,508.0,Eastern Metropolitan,2947,460000,Nearby,5
24855,Heidelberg Heights,3,h,Coventry,2016-05-28,10.5,3081.0,3,1,4,552.0,Eastern Metropolitan,2947,662500,Nearby,8
24856,Heidelberg West,2,h,Ray,2016-05-28,9.4,3081.0,2,1,1,422.0,Eastern Metropolitan,2674,415000,Nearby,4
24857,Heidelberg West,3,h,Barry,2016-05-28,9.4,3081.0,3,1,2,372.0,Eastern Metropolitan,2674,392000,Nearby,6
24858,Heidelberg West,3,h,Nelson,2016-05-28,9.4,3081.0,3,1,2,1179.0,Eastern Metropolitan,2674,961000,Nearby,6
24859,Heidelberg West,4,t,Jellis,2016-05-28,9.4,3081.0,3,1,1,236.0,Eastern Metropolitan,2674,755000,Nearby,5
24860,Heidelberg West,3,h,Nelson,2016-05-28,9.4,3081.0,3,1,1,536.0,Eastern Metropolitan,2674,507000,Nearby,5
24861,Ivanhoe,4,h,Miles,2016-05-28,7.9,3079.0,4,3,3,719.0,Eastern Metropolitan,5549,2595000,Nearby,10
24862,Kealba,3,h,Brad,2016-05-28,15.0,3021.0,3,1,2,548.0,Western Metropolitan,1202,450000,Mederately close,6
24863,Keilor East,4,h,Brad,2016-05-28,12.8,3033.0,4,3,2,579.0,Western Metropolitan,5629,847000,Nearby,9
24864,Keilor East,3,h,Nelson,2016-05-28,12.8,3033.0,3,1,1,537.0,Western Metropolitan,5629,810000,Nearby,5
24865,Keilor East,3,h,Nelson,2016-05-28,12.8,3033.0,3,1,2,616.0,Western Metropolitan,5629,705000,Nearby,6
24866,Kensington,2,h,Alexkarbon,2016-05-28,4.2,3031.0,2,1,1,173.0,Northern Metropolitan,5263,806000,Nearby,4
24867,Kensington,1,t,Nelson,2016-05-28,4.2,3031.0,2,1,1,145.0,Northern Metropolitan,5263,387500,Nearby,4
24868,Kensington,1,u,Nelson,2016-05-28,4.2,3031.0,1,1,1,50.0,Northern Metropolitan,5263,330000,Nearby,3
24869,Kensington,3,h,Nelson,2016-05-28,4.2,3031.0,2,2,2,84.0,Northern Metropolitan,5263,829000,Nearby,6
24870,Kew,4,h,Marshall,2016-05-28,5.6,3101.0,4,3,3,800.0,Southern Metropolitan,10331,4005000,Nearby,10
24871,Kew,3,h,Marshall,2016-05-28,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,2003000,Nearby,5
24872,Kew,3,h,Nelson,2016-05-28,5.6,3101.0,3,1,1,633.0,Southern Metropolitan,10331,1211000,Nearby,5
24873,Kew,2,u,Jellis,2016-05-28,5.6,3101.0,2,1,1,121.0,Southern Metropolitan,10331,891000,Nearby,4
24874,Kew,5,h,Marshall,2016-05-28,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,3500000,Nearby,5
24875,Kew,4,h,Jellis,2016-05-28,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,4501000,Nearby,5
24876,Kew,3,u,hockingstuart,2016-05-28,5.6,3101.0,3,1,1,50.0,Southern Metropolitan,10331,620000,Nearby,5
24877,Maidstone,4,h,Sweeney,2016-05-28,9.2,3012.0,4,1,1,595.0,Western Metropolitan,3873,675000,Nearby,6
24878,Malvern,3,u,Jellis,2016-05-28,7.4,3144.0,3,2,1,176.0,Southern Metropolitan,4675,1000000,Nearby,6
24879,Malvern East,3,h,RT,2016-05-28,11.2,3145.0,3,1,2,764.0,Southern Metropolitan,8801,1650000,Nearby,6
24880,Malvern East,2,u,Marshall,2016-05-28,11.2,3145.0,1,1,1,50.0,Southern Metropolitan,8801,530000,Nearby,3
24881,Maribyrnong,3,h,Biggin,2016-05-28,8.7,3032.0,3,2,2,203.0,Western Metropolitan,4918,820000,Nearby,7
24882,Maribyrnong,3,h,Jas,2016-05-28,8.7,3032.0,3,1,1,695.0,Western Metropolitan,4918,940000,Nearby,5
24883,Maribyrnong,3,t,Rendina,2016-05-28,8.7,3032.0,2,1,1,200.0,Western Metropolitan,4918,1150000,Nearby,4
24884,Maribyrnong,4,h,Jas,2016-05-28,8.7,3032.0,4,2,1,573.0,Western Metropolitan,4918,1030000,Nearby,7
24885,Maribyrnong,5,h,Changing,2016-05-28,8.7,3032.0,5,3,5,670.0,Western Metropolitan,4918,1350000,Nearby,13
24886,Melbourne,2,u,Greg,2016-05-28,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,720000,Nearby,3
24887,Melbourne,3,u,hockingstuart,2016-05-28,2.8,3000.0,2,2,1,50.0,Northern Metropolitan,17496,760000,Nearby,5
24888,Mont Albert,3,h,Jellis,2016-05-28,11.8,3127.0,3,1,1,693.5,Eastern Metropolitan,2079,1650000,Nearby,5
24889,Mont Albert,2,u,hockingstuart,2016-05-28,11.8,3127.0,2,1,1,50.0,Eastern Metropolitan,2079,520000,Nearby,4
24890,Moonee Ponds,2,u,Woodards,2016-05-28,6.9,3039.0,2,1,2,217.0,Western Metropolitan,6232,730000,Nearby,5
24891,Moonee Ponds,2,h,Barry,2016-05-28,6.9,3039.0,2,1,1,50.0,Western Metropolitan,6232,831000,Nearby,4
24892,Moorabbin,4,h,Buxton,2016-05-28,14.6,3189.0,3,1,2,688.0,Southern Metropolitan,2555,1035000,Nearby,6
24893,Moorabbin,3,h,hockingstuart,2016-05-28,14.6,3189.0,3,1,1,653.0,Southern Metropolitan,2555,920000,Nearby,5
24894,Moorabbin,4,h,Gary,2016-05-28,14.6,3189.0,4,2,2,588.0,Southern Metropolitan,2555,1160000,Nearby,8
24895,Moorabbin,3,h,Buxton,2016-05-28,14.6,3189.0,3,1,2,538.0,Southern Metropolitan,2555,825000,Nearby,6
24896,Newport,3,h,Jas,2016-05-28,8.4,3015.0,4,2,1,487.0,Western Metropolitan,5498,945000,Nearby,7
24897,Niddrie,4,h,Paul,2016-05-28,11.2,3042.0,4,3,2,424.0,Western Metropolitan,2291,1160000,Nearby,9
24898,Niddrie,3,t,Nelson,2016-05-28,11.2,3042.0,2,1,1,200.0,Western Metropolitan,2291,740000,Nearby,4
24899,Niddrie,3,t,Nelson,2016-05-28,11.2,3042.0,2,1,1,200.0,Western Metropolitan,2291,905000,Nearby,4
24900,Niddrie,3,h,Brad,2016-05-28,11.2,3042.0,3,1,1,643.0,Western Metropolitan,2291,1105000,Nearby,5
24901,North Melbourne,3,t,Alexkarbon,2016-05-28,2.3,3051.0,3,2,1,64.0,Northern Metropolitan,6821,1065000,Nearby,6
24902,Northcote,4,h,hockingstuart,2016-05-28,5.5,3070.0,3,1,1,465.0,Northern Metropolitan,11364,1420000,Nearby,5
24903,Northcote,4,h,hockingstuart,2016-05-28,5.5,3070.0,4,2,1,489.0,Northern Metropolitan,11364,1950000,Nearby,7
24904,Northcote,5,h,hockingstuart,2016-05-28,5.5,3070.0,5,3,2,344.0,Northern Metropolitan,11364,1820000,Nearby,10
24905,Northcote,4,h,hockingstuart,2016-05-28,5.5,3070.0,3,2,1,537.0,Northern Metropolitan,11364,1900000,Nearby,6
24906,Oak Park,3,h,Stockdale,2016-05-28,11.5,3046.0,3,1,1,482.0,Northern Metropolitan,2651,940000,Nearby,5
24907,Oakleigh South,3,t,Buxton,2016-05-28,14.7,3167.0,2,1,1,248.0,South-Eastern Metropolitan,3692,935000,Nearby,4
24908,Oakleigh South,3,h,Woodards,2016-05-28,14.7,3167.0,3,1,2,632.0,South-Eastern Metropolitan,3692,800000,Nearby,6
24909,Oakleigh South,4,h,Greg,2016-05-28,14.7,3167.0,4,2,2,539.0,South-Eastern Metropolitan,3692,937500,Nearby,8
24910,Pascoe Vale,2,h,Considine,2016-05-28,9.9,3044.0,2,1,1,111.0,Northern Metropolitan,7485,525500,Nearby,4
24911,Pascoe Vale,2,t,Brad,2016-05-28,9.9,3044.0,2,1,1,145.0,Northern Metropolitan,7485,555000,Nearby,4
24912,Pascoe Vale,3,h,Brad,2016-05-28,9.9,3044.0,3,1,1,522.0,Northern Metropolitan,7485,612500,Nearby,5
24913,Port Melbourne,1,u,Greg,2016-05-28,3.8,3207.0,1,1,1,50.0,Southern Metropolitan,8648,400000,Nearby,3
24914,Port Melbourne,2,u,Marshall,2016-05-28,3.8,3207.0,2,1,2,50.0,Southern Metropolitan,8648,900000,Nearby,5
24915,Port Melbourne,1,u,Marshall,2016-05-28,3.8,3207.0,1,1,1,50.0,Southern Metropolitan,8648,470000,Nearby,3
24916,Port Melbourne,4,h,Cayzer,2016-05-28,3.8,3207.0,3,3,2,232.0,Southern Metropolitan,8648,2160000,Nearby,8
24917,Port Melbourne,3,h,Marshall,2016-05-28,3.8,3207.0,3,1,0,50.0,Southern Metropolitan,8648,1380000,Nearby,4
24918,Prahran,3,h,Marshall,2016-05-28,4.5,3181.0,3,1,1,231.0,Southern Metropolitan,7717,1255000,Nearby,5
24919,Prahran,3,h,Marshall,2016-05-28,4.5,3181.0,2,2,2,238.0,Southern Metropolitan,7717,2180000,Nearby,6
24920,Prahran,2,u,Kay,2016-05-28,4.5,3181.0,2,2,1,50.0,Southern Metropolitan,7717,712500,Nearby,5
24921,Prahran,3,h,Jellis,2016-05-28,4.5,3181.0,3,2,1,272.0,Southern Metropolitan,7717,1720000,Nearby,6
24922,Preston,3,h,Nelson,2016-05-28,8.8,3072.0,2,1,1,713.0,Northern Metropolitan,14577,1186000,Nearby,4
24923,Preston,3,h,Nelson,2016-05-28,8.8,3072.0,3,1,2,560.0,Northern Metropolitan,14577,900000,Nearby,6
24924,Preston,3,h,hockingstuart,2016-05-28,8.8,3072.0,3,1,2,207.0,Northern Metropolitan,14577,800000,Nearby,6
24925,Preston,3,h,Love,2016-05-28,8.8,3072.0,3,2,3,427.0,Northern Metropolitan,14577,1030000,Nearby,8
24926,Preston,4,h,Barry,2016-05-28,8.8,3072.0,3,2,3,890.0,Northern Metropolitan,14577,1615000,Nearby,8
24927,Preston,3,h,Barry,2016-05-28,8.8,3072.0,2,1,1,467.0,Northern Metropolitan,14577,715000,Nearby,4
24928,Reservoir,3,h,Nelson,2016-05-28,11.2,3073.0,3,1,2,602.0,Northern Metropolitan,21650,784000,Nearby,6
24929,Reservoir,4,h,Nelson,2016-05-28,11.2,3073.0,4,1,2,895.0,Northern Metropolitan,21650,1186000,Nearby,7
24930,Reservoir,3,h,Barry,2016-05-28,11.2,3073.0,3,1,1,467.0,Northern Metropolitan,21650,665000,Nearby,5
24931,Reservoir,2,u,Barry,2016-05-28,11.2,3073.0,2,1,1,121.0,Northern Metropolitan,21650,405000,Nearby,4
24932,Reservoir,3,h,hockingstuart,2016-05-28,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,532000,Nearby,5
24933,Reservoir,2,u,Barry,2016-05-28,11.2,3073.0,2,1,1,139.0,Northern Metropolitan,21650,431000,Nearby,4
24934,Reservoir,3,t,Barry,2016-05-28,11.2,3073.0,2,1,1,145.0,Northern Metropolitan,21650,580000,Nearby,4
24935,Reservoir,4,h,Ray,2016-05-28,11.2,3073.0,4,2,2,508.0,Northern Metropolitan,21650,885000,Nearby,8
24936,Reservoir,3,u,Barry,2016-05-28,11.2,3073.0,1,1,1,50.0,Northern Metropolitan,21650,550000,Nearby,3
24937,Reservoir,3,h,Nelson,2016-05-28,11.2,3073.0,3,1,6,807.0,Northern Metropolitan,21650,718500,Nearby,10
24938,Reservoir,5,h,Nelson,2016-05-28,11.2,3073.0,3,2,2,548.0,Northern Metropolitan,21650,762500,Nearby,7
24939,Reservoir,2,h,Barry,2016-05-28,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,615000,Nearby,5
24940,Reservoir,3,h,Barry,2016-05-28,11.2,3073.0,2,3,6,957.0,Northern Metropolitan,21650,737000,Nearby,11
24941,Reservoir,3,h,Ray,2016-05-28,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,633000,Nearby,5
24942,Richmond,2,h,Biggin,2016-05-28,2.6,3121.0,2,1,0,127.0,Northern Metropolitan,14949,827500,Nearby,3
24943,Richmond,4,h,Biggin,2016-05-28,2.6,3121.0,4,2,1,162.0,Northern Metropolitan,14949,1500000,Nearby,7
24944,Richmond,2,u,Biggin,2016-05-28,2.6,3121.0,2,2,1,50.0,Northern Metropolitan,14949,560000,Nearby,5
24945,Rosanna,3,h,Miles,2016-05-28,11.4,3084.0,3,1,1,693.5,Eastern Metropolitan,3540,850000,Nearby,5
24946,Rosanna,3,u,Barry,2016-05-28,11.4,3084.0,3,2,1,217.0,Eastern Metropolitan,3540,601000,Nearby,6
24947,Seddon,3,h,Sweeney,2016-05-28,6.6,3011.0,3,1,1,537.0,Western Metropolitan,2417,822000,Nearby,5
24948,Seddon,4,h,Biggin,2016-05-28,6.6,3011.0,2,1,0,274.0,Western Metropolitan,2417,920000,Nearby,3
24949,Seddon,4,h,Jas,2016-05-28,6.6,3011.0,3,1,1,352.0,Western Metropolitan,2417,1270000,Nearby,5
24950,South Melbourne,1,u,Biggin,2016-05-28,2.1,3205.0,1,1,1,50.0,Southern Metropolitan,5943,600000,Nearby,3
24951,South Melbourne,2,u,Buxton,2016-05-28,2.1,3205.0,1,1,1,50.0,Southern Metropolitan,5943,650000,Nearby,3
24952,South Yarra,3,h,Jellis,2016-05-28,3.3,3141.0,3,2,1,90.0,Southern Metropolitan,14887,1056800,Nearby,6
24953,South Yarra,1,u,hockingstuart,2016-05-28,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,495000,Nearby,3
24954,South Yarra,3,h,Williams,2016-05-28,3.3,3141.0,3,2,1,350.0,Southern Metropolitan,14887,2400000,Nearby,6
24955,South Yarra,1,u,Biggin,2016-05-28,3.3,3141.0,1,1,1,50.0,Southern Metropolitan,14887,410000,Nearby,3
24956,South Yarra,1,u,Williams,2016-05-28,3.3,3141.0,2,1,0,50.0,Southern Metropolitan,14887,260800,Nearby,3
24957,South Yarra,2,h,LITTLE,2016-05-28,3.3,3141.0,2,1,1,163.0,Southern Metropolitan,14887,1200000,Nearby,4
24958,South Yarra,3,h,Marshall,2016-05-28,3.3,3141.0,3,2,1,149.0,Southern Metropolitan,14887,1540000,Nearby,6
24959,St Kilda,2,u,Whiting,2016-05-28,6.1,3182.0,2,1,1,50.0,Southern Metropolitan,13240,700000,Nearby,4
24960,St Kilda,2,u,Cayzer,2016-05-28,6.1,3182.0,2,1,1,50.0,Southern Metropolitan,13240,430000,Nearby,4
24961,St Kilda,3,h,Jellis,2016-05-28,6.1,3182.0,3,1,1,292.0,Southern Metropolitan,13240,1030000,Nearby,5
24962,St Kilda,2,u,Hodges,2016-05-28,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,610000,Nearby,3
24963,St Kilda,1,u,hockingstuart,2016-05-28,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,665000,Nearby,3
24964,St Kilda,2,u,Greg,2016-05-28,6.1,3182.0,2,1,2,1458.0,Southern Metropolitan,13240,1100000,Nearby,5
24965,Strathmore,4,h,Nelson,2016-05-28,9.7,3041.0,4,2,2,908.0,Western Metropolitan,3284,1370000,Nearby,8
24966,Strathmore,4,h,Rendina,2016-05-28,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,985000,Nearby,5
24967,Strathmore,3,t,Considine,2016-05-28,9.7,3041.0,2,1,1,200.0,Western Metropolitan,3284,810000,Nearby,4
24968,Strathmore,3,u,Paul,2016-05-28,9.7,3041.0,2,1,1,80.0,Western Metropolitan,3284,750000,Nearby,4
24969,Strathmore,4,h,Considine,2016-05-28,9.7,3041.0,3,1,1,537.0,Western Metropolitan,3284,1910000,Nearby,5
24970,Sunshine,2,t,Barry,2016-05-28,12.6,3020.0,2,2,2,204.0,Western Metropolitan,3755,410000,Nearby,6
24971,Sunshine,2,h,Douglas,2016-05-28,12.6,3020.0,2,1,2,465.0,Western Metropolitan,3755,720000,Nearby,5
24972,Sunshine,3,h,GL,2016-05-28,12.6,3020.0,3,2,1,286.0,Western Metropolitan,3755,590000,Nearby,6
24973,Sunshine,3,h,Douglas,2016-05-28,12.6,3020.0,4,1,1,631.0,Western Metropolitan,3755,635000,Nearby,6
24974,Sunshine North,4,h,Melbourne,2016-05-28,13.3,3020.0,3,1,1,537.0,Western Metropolitan,4217,785000,Nearby,5
24975,Sunshine North,5,h,Douglas,2016-05-28,13.3,3020.0,4,2,1,786.0,Western Metropolitan,4217,1000000,Nearby,7
24976,Sunshine West,3,t,Barry,2016-05-28,13.5,3020.0,3,2,1,333.0,Western Metropolitan,6763,510000,Nearby,6
24977,Sunshine West,3,h,Calder,2016-05-28,13.5,3020.0,3,1,1,537.0,Western Metropolitan,6763,418000,Nearby,5
24978,Surrey Hills,3,h,Woodards,2016-05-28,11.2,3127.0,4,2,1,536.0,Southern Metropolitan,5457,1251000,Nearby,7
24979,Surrey Hills,6,h,Noel,2016-05-28,11.2,3127.0,4,3,2,713.0,Southern Metropolitan,5457,1650000,Nearby,9
24980,Surrey Hills,2,h,Jellis,2016-05-28,11.2,3127.0,2,1,1,163.0,Southern Metropolitan,5457,600000,Nearby,4
24981,Surrey Hills,4,h,Jellis,2016-05-28,11.2,3127.0,4,2,2,619.0,Southern Metropolitan,5457,1835000,Nearby,8
24982,Surrey Hills,2,u,Noel,2016-05-28,11.2,3127.0,2,1,1,170.0,Southern Metropolitan,5457,778500,Nearby,4
24983,Templestowe Lower,5,h,Barry,2016-05-28,13.8,3107.0,3,1,1,693.5,Eastern Metropolitan,5420,970000,Nearby,5
24984,Templestowe Lower,3,h,Barry,2016-05-28,13.8,3107.0,3,2,1,467.0,Eastern Metropolitan,5420,838000,Nearby,6
24985,Templestowe Lower,3,h,RT,2016-05-28,13.8,3107.0,3,1,2,327.0,Eastern Metropolitan,5420,650000,Nearby,6
24986,Templestowe Lower,4,h,Barry,2016-05-28,13.8,3107.0,4,1,2,826.0,Eastern Metropolitan,5420,870000,Nearby,7
24987,Templestowe Lower,4,h,Barry,2016-05-28,13.8,3107.0,3,1,1,693.5,Eastern Metropolitan,5420,1150000,Nearby,5
24988,Templestowe Lower,3,h,Barry,2016-05-28,13.8,3107.0,3,2,2,812.0,Eastern Metropolitan,5420,1509000,Nearby,7
24989,Thornbury,2,u,Barry,2016-05-28,6.5,3071.0,2,1,1,82.0,Northern Metropolitan,8870,601000,Nearby,4
24990,Toorak,3,h,Castran,2016-05-28,4.6,3142.0,3,3,2,575.0,Southern Metropolitan,7217,2250000,Nearby,8
24991,Toorak,3,h,Kay,2016-05-28,4.6,3142.0,3,1,1,593.0,Southern Metropolitan,7217,5000000,Nearby,5
24992,Toorak,2,u,Jellis,2016-05-28,4.6,3142.0,2,1,1,50.0,Southern Metropolitan,7217,525000,Nearby,4
24993,Viewbank,4,h,Fletchers,2016-05-28,13.8,3084.0,3,1,1,693.5,Eastern Metropolitan,2698,820000,Nearby,5
24994,Watsonia,2,h,Barry,2016-05-28,14.9,3087.0,4,1,2,762.0,Northern Metropolitan,2329,701000,Nearby,7
24995,West Melbourne,2,u,Jellis,2016-05-28,1.9,3003.0,2,1,1,50.0,Northern Metropolitan,2230,620000,Nearby,4
24996,West Melbourne,4,h,Brad,2016-05-28,1.9,3003.0,4,1,0,440.0,Northern Metropolitan,2230,2100000,Nearby,5
24997,Williamstown,1,u,Williams,2016-05-28,8.0,3016.0,1,1,1,50.0,Western Metropolitan,6380,331000,Nearby,3
24998,Windsor,2,u,McGrath,2016-05-28,5.1,3181.0,2,1,1,50.0,Southern Metropolitan,4380,650000,Nearby,4
24999,Windsor,3,h,Biggin,2016-05-28,5.1,3181.0,3,1,1,116.0,Southern Metropolitan,4380,1200000,Nearby,5
25000,Windsor,3,h,Jellis,2016-05-28,5.1,3181.0,3,1,0,365.0,Southern Metropolitan,4380,1320000,Nearby,4
25001,Windsor,2,u,Biggin,2016-05-28,5.1,3181.0,2,1,1,50.0,Southern Metropolitan,4380,580000,Nearby,4
25002,Yarraville,3,h,Jas,2016-05-28,7.0,3013.0,3,1,2,463.0,Western Metropolitan,6543,980000,Nearby,6
25003,Yarraville,3,t,Jas,2016-05-28,7.0,3013.0,3,2,1,169.0,Western Metropolitan,6543,800000,Nearby,6
25004,Yarraville,3,h,Village,2016-05-28,7.0,3013.0,3,1,2,463.0,Western Metropolitan,6543,1460000,Nearby,6
25005,Aberfeldie,5,h,Barry,2016-05-28,9.1,3040.0,3,2,2,1315.0,Western Metropolitan,1543,2400000,Nearby,7
25006,Aberfeldie,4,h,Nelson,2016-05-28,9.1,3040.0,3,2,2,1076.0,Western Metropolitan,1543,1350000,Nearby,7
25007,Bellfield,3,h,Nelson,2016-05-28,9.5,3081.0,3,1,2,609.0,Eastern Metropolitan,790,625000,Nearby,6
25008,Brunswick East,2,u,Jellis,2016-05-28,4.5,3057.0,2,2,1,50.0,Northern Metropolitan,5533,480000,Nearby,5
25009,Brunswick East,2,u,Jellis,2016-05-28,4.5,3057.0,2,1,1,50.0,Northern Metropolitan,5533,400000,Nearby,4
25010,Brunswick East,3,u,hockingstuart,2016-05-28,4.5,3057.0,2,1,1,50.0,Northern Metropolitan,5533,570000,Nearby,4
25011,Brunswick East,2,t,Nelson,2016-05-28,4.5,3057.0,2,2,2,50.0,Northern Metropolitan,5533,771000,Nearby,6
25012,Carlton,2,u,Nelson,2016-05-28,1.8,3053.0,2,1,1,50.0,Northern Metropolitan,6786,589000,Nearby,4
25013,East Melbourne,1,u,Caine,2016-05-28,1.5,3002.0,2,1,0,50.0,Northern Metropolitan,3040,750000,Nearby,3
25014,East Melbourne,2,u,Dingle,2016-05-28,1.5,3002.0,0,0,0,50.0,Northern Metropolitan,3040,872000,Nearby,0
25015,Essendon West,3,h,Barry,2016-05-28,9.8,3040.0,3,2,2,470.0,Western Metropolitan,588,1110000,Nearby,7
25016,Fawkner,4,h,Stockdale,2016-05-28,12.4,3060.0,4,2,2,607.0,Northern Metropolitan,5070,1010000,Nearby,8
25017,Fawkner,3,h,Nelson,2016-05-28,12.4,3060.0,3,2,2,305.0,Northern Metropolitan,5070,480000,Nearby,7
25018,Hawthorn East,1,u,O'Donoghues,2016-05-28,7.5,3123.0,1,1,0,917.0,Southern Metropolitan,6482,371000,Nearby,2
25019,Hawthorn East,5,h,Kay,2016-05-28,7.5,3123.0,3,3,3,50.0,Southern Metropolitan,6482,1900000,Nearby,9
25020,Hawthorn East,3,h,Marshall,2016-05-28,7.5,3123.0,3,2,1,255.0,Southern Metropolitan,6482,1625000,Nearby,6
25021,Hawthorn East,2,u,Jellis,2016-05-28,7.5,3123.0,2,1,3,166.0,Southern Metropolitan,6482,701000,Nearby,6
25022,Heidelberg,2,u,Stockdale,2016-05-28,10.6,3084.0,2,1,2,247.0,Eastern Metropolitan,2890,475000,Nearby,5
25023,Jacana,2,h,YPA,2016-05-28,14.5,3047.0,2,1,2,729.0,Northern Metropolitan,851,472500,Nearby,5
25024,Kingsbury,3,h,Nelson,2016-05-28,12.4,3083.0,3,1,1,482.0,Northern Metropolitan,1414,635000,Nearby,5
25025,Murrumbeena,3,h,Thomson,2016-05-28,12.1,3163.0,3,1,2,735.0,Southern Metropolitan,4442,1220000,Nearby,6
25026,Murrumbeena,3,h,Thomson,2016-05-28,12.1,3163.0,3,1,1,593.0,Southern Metropolitan,4442,1180000,Nearby,5
25027,Murrumbeena,4,h,Ray,2016-05-28,12.1,3163.0,4,2,2,990.0,Southern Metropolitan,4442,1800000,Nearby,8
25028,Murrumbeena,3,h,Thomson,2016-05-28,12.1,3163.0,3,1,1,593.0,Southern Metropolitan,4442,970000,Nearby,5
25029,Murrumbeena,4,t,Ray,2016-05-28,12.1,3163.0,3,2,1,267.0,Southern Metropolitan,4442,1286000,Nearby,6
25030,Ormond,2,u,Biggin,2016-05-28,11.8,3204.0,2,1,1,94.0,Southern Metropolitan,3578,617500,Nearby,4
25031,Ormond,2,u,Ray,2016-05-28,11.8,3204.0,2,1,1,50.0,Southern Metropolitan,3578,479500,Nearby,4
